82.1,1006.4,1004.7,1.6,9.9,0.02,16
81.3,1008.3,1006.5,4.7,15,0.01,0
81.7,1008.1,1006.4,1.6,9.9,0,18
81.5,1008.1,1006.4,3,9.9,0.55,18
81.5,1006.4,1004.7,1.8,9.9,0.08,16
82.9,1006.4,1004.7,2.2,8,0,0
83.8,1005.7,1004,3.2,8,0,0
80.2,1006.4,1004.6,2.5,12,99.99,16
79,9999.9,9999.9,6.1,12,0.16,16
80.4,1004.2,1002.5,2.9,9.9,0,0
81.5,1005.5,1003.8,1.4,6,0.08,0
80.6,1007.8,1006,0.8,6,0.02,16
80.4,1008.1,1006.3,2.7,9.9,4.17,18
82.7,1007.9,1006.2,5.6,16.9,0.03,0
81.2,9999.9,9999.9,2.7,14,0,0
80.9,1009.4,1007.6,3.8,9.9,0,0
79.5,1009.5,1007.8,1.4,5.1,0,0
80.8,1008.9,1007.1,2.3,9.9,0,0
80.6,1008.4,1006.6,1.7,9.9,0,0
81.3,1010.5,1008.8,2.5,8,0,0
80.2,1010.4,1008.6,1.7,8,0,0
82.2,1009.9,1008.1,3.3,9.9,0,0
80.4,1008.7,1007,2,6,0,0
79.8,1009.3,1007.6,3.1,12,0,16
78.2,1010.3,1008.6,1.8,9.9,0.02,18
82.2,1011.7,1009.9,2.9,8,0.2,0
82.6,1013.2,1011.4,5.1,9.9,0,16
80.8,1010.5,1008.7,4.5,12,0,0
80.9,1009.5,1007.8,2.6,8,0,0
81.7,1010.3,1008.5,4.9,12,0,0
80.7,1010.6,1008.8,2.8,9.9,99.99,16
81.8,1010.5,1008.8,4.9,13,0.2,16
80.7,1011.9,1010.1,4.9,13,0.04,16
80,1012.5,1010.7,5.1,14,0.59,16
79.6,9999.9,9999.9,4.8,12,0.24,16
78.8,1008.6,1006.8,3.8,9.9,0.35,16
80.3,1010.4,1008.6,4.5,12,0,0
80.8,1010.7,1009,4.7,12,0.08,16
78.7,1010.5,1008.7,3.4,14,0,0
80.5,1010.5,1008.8,5.4,12,0.01,16
78.8,1009.5,1007.7,3.4,12,1.14,16
80,1010,1008.2,5.1,12,0,16
79.4,1009.8,1008.1,4.4,12,0,0
80.9,1008.7,1007.2,6,12,0,16
80,1011.2,1009.4,3.6,12,0,16
80.6,1012.9,1011.2,4.5,12,0.55,16
79.6,1012.3,1010.6,2.7,8,0.2,0
80,1012.1,1010.3,2.8,8.9,0,0
76.5,1012.1,1010.4,2.3,9.9,0,0
78.2,1010.6,1008.9,4.6,9.9,0,0
75.8,1007,1005.2,8.1,20,0.12,18
75.9,1006.9,1005.1,8.7,20,1.06,16
80.2,1009.9,1008.1,3.7,9.9,1.26,0
79.3,1010.8,1009,1.6,4.1,0.04,16
81,1012.2,1010.4,4.4,12,0.12,16
81,1012.9,1011.1,5,14,0.02,16
76.5,1012.7,1010.9,0.6,8,0.71,16
77,1012.7,1010.9,1.7,7,0.16,0
76.6,1012.9,1011.2,3.3,11.1,0,0
77.8,1013,1011.3,5.4,12,0,0
75.6,1013,1011.2,2.4,12,0,0
77.8,1013.2,1011.4,4.8,15,0,0
77.5,1013.5,1011.7,3.3,9.9,0,0
74.9,9999.9,9999.9,5.1,16.9,0,0
75.3,1013.3,1011.5,2.4,9.9,0,0
76.9,1013.2,1011.5,3.5,9.9,0,0
73.3,1012.6,1010.8,1.6,6,0,0
75.8,1013.4,1011.7,3.3,9.9,0,0
76.3,1014.2,1012.4,3.8,12,0,0
75.2,1014.8,1012.3,4.5,15,0,0
74,1013.7,1011.9,1.6,9.9,0,0
74.7,1011.6,1010,3.5,14,0,0
77.1,1012.6,1010.8,4.3,12,0,0
77.1,1013.2,1011.4,3.3,8,0,0
76.8,1012.2,1010.4,5.3,12,0,0
77.9,1012,1010.3,6.2,12,0,0
76.3,1011.9,1010.1,4.9,15,0,0
77.2,1011.1,1009.3,7.6,15,0,0
77.6,1011.2,1009.4,9.8,16.9,0,16
78.6,1010.7,1008.9,8.6,14,0,16
75.6,1011,1009.2,8.4,14,0.04,16
77.4,1010.7,1008.9,7,12,0.28,16
78.9,9999.9,9999.9,6.2,12,0.43,16
78.1,1011.1,1009.3,5.8,12,0.12,0
77.5,1010.5,1008.7,2,7,0,0
78.4,1011.9,1010.1,3.6,9.9,0,0
77.4,1011.8,1010.1,3.3,9.9,0,0
76.8,1012.8,1011,2.9,9.9,99.99,16
78.6,1012.4,1010.7,5.9,15.9,0,0
77.4,1013.1,1011.4,3.8,12,0,0
78.1,1012.8,1011.1,5,12,0.02,16
77.1,1011.4,1009.6,3.6,8,0,16
77.8,1012.2,1010.4,3.2,12,0,0
79.2,1011.4,1009.6,5,14,0,0
77.3,9999.9,9999.9,5.3,15,0,0
78.2,1012.3,1010.5,5.9,14,0,0
74.9,1012.6,1010.9,5.1,999.9,0,32
77.2,1013.1,1011.4,2.9,9.9,0,0
76.4,9999.9,9999.9,2.8,8,0,0
76.8,1014.2,1012.4,3.3,12,0,0
76.6,1014.1,1012.3,3.4,8,0,0
78.6,1013.7,1011.9,4.9,12,0,0
78.7,1013.6,1011.8,4.3,14,0,0
75.7,1012.7,1010.9,3.5,14,0,0
76.2,1011.3,1009.5,4.6,13,0,0
78.1,1010,1008.3,3,8,0,0
80.5,1010.2,1008.5,2.3,9.9,0,0
81.2,1010.5,1008.7,5.2,13,0,0
79.2,1011.6,1009.9,5.4,12,0,0
78.3,1010.9,1009.1,4.3,15,0,0
77.5,1011.1,9999.9,4,15,0,0
78.3,1011.6,1009.8,4.9,13,0,0
74.4,1012.2,1010.4,3.2,12,0,0
76.8,1011.6,1009.8,3.7,7,0,0
77.8,1010.2,1008.4,4.5,15,0,0
79.5,1009.2,1007.5,4.5,14,0,0
78.7,1009.3,1007.5,4,9.9,0,0
80.1,1009.7,1007.9,5.5,14,0,0
80,1009.9,1008.1,5,14,0,0
78.2,1011.3,1009.5,6.1,14,0,0
77.7,1010.9,1009.1,4.1,12,0,0
79.8,1011.8,1010,4.9,14,0,32
77.5,1011.6,1009.8,3.5,9.9,0,32
78.5,1011,1009.2,3.5,12,0,32
77.2,9999.9,9999.9,2.9,12,0,32
77.2,1010.5,1008.7,4.1,12,0,0
78.4,1011,1009.2,5.2,14,0,0
77.2,1011.4,1009.6,2.4,9.9,0,0
76.1,1011.4,1009.7,2.8,9.9,0,32
78.6,1012.4,1010.6,2.8,12,0,0
78.1,1013.4,1011.6,4,12,0,0
79.3,1012.7,1010.9,2.8,8,0,0
81.4,1012.4,1010.7,3.8,12,0,0
82.7,1012.5,1010.7,6.4,12,0,0
81.7,1010.5,1008.8,4.9,9.9,0,0
83.3,1009.6,1007.9,6.3,15,0,32
81.5,1009.5,1007.8,4.9,12,0,0
83.2,1011.3,1009.5,6.8,15,0,0
80.6,1010.3,1008.5,6,14,0,0
83.6,1008.4,1006.6,5.6,13,0,0
82.8,1009.5,1007.7,8.3,16.9,0,0
84.8,1011.2,1009.5,9.5,14,0,0
82,1013,1011.2,6.7,12,0,0
81.5,9999.9,9999.9,6.1,14,0,0
80.2,1014.1,1012.3,4.1,14,0,0
81.8,1014.2,1012.4,3.8,12,0,0
79.5,1012.6,1011,2.3,5.1,0,0
80.1,1012.8,1011,3.5,12,0,0
80,1012,1010.6,5.9,15,0,0
79.8,1011.5,1009.7,4.6,8,0,0
82.3,9999.9,9999.9,7.9,15,0,0
83.7,1011.3,1009.5,9.1,19,0,0
83.3,1011.6,1009.8,6,15,0,0
83.3,1011.9,1010.1,4.7,11.1,0,0
81.6,1010.3,1008.6,3.8,9.9,0,0
82.2,1011,1009.2,5.3,18.1,0,0
81.8,9999.9,9999.9,6.5,15,0,0
81.6,1012,1010.3,5.8,14,0,0
81.1,1010.6,1008.9,4.2,9.9,0,0
85.5,1009.5,1007.7,7.8,15,0,0
81.1,1009.8,1008.1,5.3,12,0,0
81.9,1010.9,1009.1,5.1,14,0,0
82.8,1009,1007.3,7.3,15.9,0,0
84.1,1007.4,1005.7,7.1,15,0,0
84.4,1006.2,1004.5,8.1,15,0,0
86.1,1006.9,1005.2,8.7,15.9,0,0
85.4,9999.9,9999.9,7.6,15,0,0
86.9,1005.5,1003.8,10.1,16.9,0,0
85.2,9999.9,9999.9,9.8,16.9,0,0
85.9,1003.9,1002.2,7.1,13,0,0
87.3,1005.7,1004,8,14,0,0
87.5,1006,1004.3,8.7,15,0,0
89.3,1006.6,1004.9,9.7,16.9,0,0
89.2,1008.3,1006.6,9.1,15.9,0,0
86.6,1008.3,1006.6,6.5,9.9,0,0
87.5,1008.8,1007.1,6.4,12,0,0
83.7,1008.3,1006.5,4.6,14,0,0
84,1010.6,1008.9,3.8,14,0,0
84.2,1008.8,1007.1,2.5,8,0,0
84.1,1010,1008.2,3.7,9.9,0,0
84.3,1010.1,1008.4,5.4,12,0,0
87.5,1007.6,1005.9,8.5,15,0,0
87,9999.9,9999.9,7.6,14,0,0
89,1010.1,1008.4,8,12,99.99,18
83.3,1009.6,1007.9,3.1,12,0.43,18
81,1009.6,1007.9,5.4,13,1.02,18
76.4,1010.5,1008.7,1.5,8,0.63,18
79.6,1011.9,1010.1,3.5,12,1.3,18
84.1,1011.7,1009.9,4.8,11.1,0.51,0
84.5,1010.3,1008.6,6.2,12,0,0
84.2,1009.3,1007.6,3.6,8,0,0
87,9999.9,9999.9,7,12,0,0
86.4,1008.6,1006.9,4.8,9.9,0,0
86.5,1007,1005.2,8.3,12,0,0
86.9,1006.5,1004.8,6.3,12,0,0
87,1006.5,1004.8,7,15,0,0
85,1007.1,1005.4,3.5,11.1,0,0
85.2,1008.4,1006.7,4.1,13,0,0
84.8,1007.9,1006.2,4.2,9.9,0,0
84.7,1007.1,1005.4,3.4,9.9,0,0
86.4,1006.3,1004.6,4.6,12,0,0
85.3,1005.3,1003.6,4,9.9,0,0
87.9,1005.8,1004.1,5.2,9.9,0,0
88.8,1007.1,1005.4,6.7,12,0,0
88.8,1006.8,1005.1,5.8,15.9,0,0
89,1004.6,1002.9,9.3,14,0,0
89.6,1003.9,1002.2,6.6,15,0,0
89.4,1004.8,1003.1,7.4,9.9,0,0
88,1005.1,1003.4,7.6,12,0,0
89.4,1005,1003.3,10.5,15.9,0,0
86.8,9999.9,9999.9,8.1,19,0.01,0
91.7,1005.1,1003.4,8.5,15,0,0
89.6,1003.3,1001.6,8.2,15,0,0
91.8,1003.8,1002.1,6.5,12,0,0
89.9,1003.8,1002.1,5.8,9.9,0,0
90.7,1003.5,1001.8,9.7,18.1,0,0
96.4,9999.9,9999.9,13.3,20,0,0
91.2,1003.4,1001.7,6.5,15,0,0
91.8,1003.6,1001.9,7,14,0,0
93.9,1004,1002.3,7.8,15,0,0
87.6,1006,1004.4,6.1,15,0,0
92.3,1006.1,1004.4,8.4,16.9,0,0
90.1,1005.2,1003.5,8.4,15,99.99,16
87.6,1004.4,1002.7,6.8,14,0,16
87.2,1004.3,1002.6,7.1,14,99.99,16
86.7,1005.1,1003.3,6.9,14,0.08,0
89,1004.9,1003.2,5.9,13,0,0
92,1003.6,1001.9,8.4,20,0,0
91,1001.7,1000,9.9,15.9,0,0
93.2,1003.2,1001.6,10,18.1,0,0
93.1,1004.3,1002.6,8.7,14,0.01,0
89.7,1003.4,1001.7,6.8,18.1,0,16
90.7,1004.3,1002.6,7,14,0.12,0
90.6,1003.1,1001.4,5.3,15.9,0,16
90.5,1002.8,1001,6.4,12,0,0
90.2,1001.7,1000,7.2,14,0,0
91.2,1003.5,1001.8,6.3,12,99.99,16
82.5,1005.3,1003.6,2.4,12,0.2,18
82.7,1003.8,1002,3.3,9.9,0,18
78.4,1003.9,1002.1,7.3,15,0.39,16
84.4,1001.4,999.7,4.2,9.9,0,0
85,1001.1,999.4,5.3,14,0,0
87.2,1001.3,999.6,6.3,18.1,0,0
87.9,1001.8,1000.1,8.9,15.9,0,0
87,1002.2,1000.5,8.1,15.9,0,0
88,1001.8,1000.9,8.8,15.9,99.99,16
86.1,1003.6,1001.9,5.9,14,0,16
88.1,1004.6,1002.9,7.6,15,0,0
88.7,1004.9,1003.2,10.5,20,0,16
90.4,1004.5,1002.8,8.2,14,0,16
89.2,1003.8,1002,9.4,15,0,0
89.7,1003.6,1001.9,7.4,15,0,0
89.9,1003.7,1002,9.7,14,0,0
91.3,1006.2,1004.5,9.2,15,0.01,16
89.3,1004.8,1003.1,7.4,12,0.2,16
87,1004.7,1003,8.2,15,0,16
88.8,1003.2,1001.5,9.9,18.1,0.01,0
89.9,1001.7,1000,10.5,18.1,0.12,0
89.6,1002.5,1000.8,9.7,15.9,0,0
90.8,1002.7,1001,9.4,15.9,0,0
87.6,1003.6,1001.9,11.5,20,99.99,16
89.5,9999.9,9999.9,9.9,15,0.08,0
88.1,1003.9,1002.2,9.4,14,0,16
88.4,1003.8,1002.1,7.2,15,0,16
85.2,1005,1003.3,6.8,15,0.04,18
85.5,1006,1004.3,5.9,14,0.51,16
86.6,1004.4,1002.7,8.1,14,0.04,16
89.7,1003.1,1001.4,9.5,20,0.04,16
91.7,1002,1000.3,12.2,20,0.2,0
91.5,1001.6,999.9,12.5,20,0.08,0
90.7,1001.7,1000.2,6.7,18.1,0,0
91.3,1001.3,999.6,14.7,25.1,0,16
90.6,1000.4,998.7,10.1,18.1,0,0
92.7,1002.1,1000.4,13.6,22,0.04,0
90.8,1003.9,1002.2,8.7,16.9,0,16
90.3,1005.1,1003.4,8.6,20,0.02,0
87,1006.2,1004.5,7.3,12,0,16
85.7,1007.5,1005.8,6.3,20,0.31,18
82.6,1007.6,1005.8,6.4,16.9,1.1,16
84.3,1007.8,1006.1,5.5,20,0,16
81,1007.5,1005.7,3,14,0.35,16
82.3,1007.1,1005.4,7.2,18.1,1.26,16
86.1,1004.7,1003,9.5,15,0,0
87.5,1004.4,1002.6,6.5,15.9,0,0
88.4,1004.3,1002.6,6.3,14,0,0
85.7,1003.5,1002,6,15,99.99,16
85.4,1002.9,1001.2,8.3,14,0.08,0
87.2,1003.9,1002.2,6.4,16.9,0,0
87.9,1004.5,1002.8,5.9,13,99.99,18
85.6,1004.3,1002.6,6.8,15.9,1.06,0
87.4,1004.7,1003,6.3,15,0,0
84.3,1004.5,1002.8,2.9,14,0,16
83.8,1005.3,1003.6,5.5,15,0.16,18
85.4,9999.9,9999.9,9.3,16.9,1.89,0
86.6,1005.3,1003.6,4.6,14,0,0
84.9,1006.3,1004.5,5.5,15.9,0.2,16
77.6,1005.9,1004.2,6.6,12,0.08,16
83.3,1002.8,1001.1,9.4,16.9,99.99,16
81.2,1003.2,1001.5,6.7,12,0,0
84.8,1005.4,1003.7,5.8,15.9,99.99,16
85.1,1006.1,1004.5,6.6,12,0,16
85.1,9999.9,9999.9,9.2,18.1,0.04,0
84.5,9999.9,9999.9,9.3,15.9,0,0
84.2,9999.9,9999.9,9.2,18.1,0.08,16
85.9,1006.2,1004.5,9.8,15.9,0,0
86.1,9999.9,9999.9,8.7,13,99.99,18
81.3,9999.9,9999.9,5.4,9.9,0.35,0
85.2,9999.9,9999.9,10.4,18.1,0.02,0
85.4,1006.4,1004.7,6.4,14,0,2
84,1007.7,1006,6.5,12,0,0
85.7,1007.8,1006.1,9.5,16.9,0,0
88,1005.8,1004.1,11.3,18.1,0,0
88.2,1006.1,1004.5,10.4,20,99.99,16
87.8,9999.9,9999.9,12.9,22,0,0
87.5,1005.6,1003.9,12.8,22,0.02,0
89.2,9999.9,9999.9,11,18.1,0,0
87.1,1005.6,1003.9,8.8,18.1,0.01,16
90.1,1003.9,1002.2,9.7,15,0,0
87.5,1003.1,1001.6,10.5,18.1,99.99,16
85.6,9999.9,9999.9,8.4,15.9,0.39,16
87.4,1006.5,1004.8,8.1,15,0.03,16
86.8,9999.9,9999.9,7.7,15,0.24,18
85,1005.2,1003.5,5.4,15,0,16
86.8,1005.2,1003.5,8,15,0,0
85.2,1004.1,1002.4,8.3,15,0,0
88.1,1004.2,1002.5,9.1,18.1,0,0
86,1003.9,1002.2,8.8,20,0,0
86.1,9999.9,9999.9,9.9,15,0,0
85.3,9999.9,9999.9,8.3,15,0.08,16
85.9,1006.9,1005.2,7.4,15.9,0,0
85.6,1006.9,1005.2,7,15,0.39,18
85.6,1007.1,1005.3,6.1,12,99.99,16
86.4,1006.8,1005.1,7.2,14,99.99,16
86.9,1008.2,1006.5,6.5,13,0.01,16
85.7,1008.7,1007,9.2,16.9,0,0
84.4,9999.9,9999.9,7.5,18.1,0.03,16
85.4,1005.8,1004.1,6.2,12,99.99,18
81.8,1006.4,1004.6,3.4,8,3.68,16
84.1,9999.9,9999.9,6.1,13,0,0
84.3,1005.8,1004.1,4.1,12,0,0
84.7,1006.3,1004.7,6.6,14,0.08,16
84.5,9999.9,9999.9,7.2,15,0.04,16
85.6,1008.8,1007.1,8.8,18.1,0,0
85.9,1007.1,1005.4,8.7,15,99.99,16
84.6,1006.5,1004.8,5.5,15.9,0.03,0
85,1007.5,1005.8,5.2,15,0,18
81.8,1007.4,1005.7,5.8,13,0.24,0
83.2,1007.5,1005.8,4.8,12,0,0
84.1,1007.6,1005.9,6.4,13,0,0
