78.2,1010.5,1008.8,3.5,14,0,0
78.1,1011.3,1009.5,3.4,12,0,0
78.7,9999.9,9999.9,2,9.9,0,0
78.5,1010.2,1008.4,3.3,14,0,0
79.8,9999.9,9999.9,4.4,12,0,32
78.6,1009.8,1008.1,2.1,11.1,0,0
80,1009.7,1007.9,2.5,8.9,0,0
81.6,1009,1007.3,2.3,8,0,0
82.5,9999.9,9999.9,5.3,12,0,0
82.6,9999.9,9999.9,5.6,12,0,0
83.1,9999.9,9999.9,6,15,0,0
82.9,9999.9,9999.9,7.3,20,0,0
82.9,9999.9,9999.9,6.8,20,0,0
83,1008.8,1007.1,6,14,0,0
82.1,1008,1006.3,4,9.9,0,0
81.7,1007.6,1007.1,5.5,22,0,0
82.1,1008,1006.3,2.8,8,0,0
84,9999.9,9999.9,9.2,14,0,0
83.1,9999.9,9999.9,6.1,13,0,0
82.7,1008.6,1006.9,6.2,15,0,0
82.7,9999.9,9999.9,5.9,15,0,0
83,1010.5,1008.6,4.3,14,0,0
82.5,1010.2,1008.5,3.5,12,0,0
83.6,9999.9,9999.9,4.8,14,0,0
82.5,1010.5,1008.8,0.9,8,99.99,16
83,1010.6,1008.9,3.7,13,0.03,16
83.4,9999.9,9999.9,5.9,15,0,0
83.7,1009.6,1008,4.5,15,0,0
83.2,9999.9,9999.9,4,13,0,32
80.2,9999.9,9999.9,1.2,9.9,0,32
84.5,9999.9,9999.9,2.3,12,0,0
82,1005.9,1004.1,3.6,15,0.47,18
83.6,1006.3,1004.7,3.3,8,0.01,0
85.8,1008.1,1006.4,6.3,15.9,0,0
86.5,9999.9,9999.9,6.3,13,0,0
85.4,9999.9,9999.9,6.8,12,0,0
85.4,9999.9,9999.9,5.9,9.9,0,0
85.8,9999.9,9999.9,6.9,13,0,0
85.4,9999.9,9999.9,3.9,12,0,0
88,9999.9,9999.9,8.2,15,0,0
85.2,1005.5,1003.8,5.9,15,0,0
86.2,9999.9,9999.9,7.2,14,0,0
87.4,9999.9,9999.9,7.4,15,0,0
87.5,9999.9,9999.9,7.5,14,0,0
88.5,9999.9,9999.9,5.7,12,0,0
89,9999.9,9999.9,5.6,15,0,0
86.7,1005.4,1003.7,4.8,14,0,0
87.2,1006.3,1004.6,6.4,12,0,0
83.7,1007.4,1005.7,5.1,12,0,0
85.2,1009.6,1007.9,4.4,14,0,0
84.6,9999.9,9999.9,3.7,9.9,0,0
88,9999.9,9999.9,7.2,12,0,0
87.9,9999.9,9999.9,3.6,13,0,0
88.4,9999.9,9999.9,5.3,12,0,0
86.9,9999.9,9999.9,5.5,12,0.01,0
89.2,9999.9,9999.9,5.4,15,0,0
88.1,9999.9,9999.9,4.8,14,0,0
90.7,9999.9,9999.9,8.2,14,0,0
89.7,1002.8,1001.1,8,13,0,0
89.8,1005,1003.3,8.3,15,0,0
89.7,9999.9,9999.9,10,14,0,0
88.4,1005.6,1003.9,6.7,16.9,0,0
87.6,1004.9,1003.2,9.2,15,0,0
87.9,1007,1005.3,6.6,12,99.99,18
84.5,1007.1,1005.4,5.5,14,0.02,0
87.6,1007.6,1005.9,5.9,15.9,0,0
85.9,1006.9,1005.2,3,9.9,0,0
89.9,9999.9,9999.9,5,14,0,0
84.4,1007.4,1005.7,0.6,15,0.43,18
87.4,1006.8,1005.1,4.5,12,0,0
86.4,1006.3,1004.6,4.8,14,0,2
88.6,1005.1,1003.4,5.1,14,0,0
88.7,1004.6,1002.9,4.4,15,0,0
92.8,1004.2,1002.5,5.8,15,0,0
93.9,9999.9,9999.9,6.1,13,0,0
93.7,1004,1002.3,8.6,21,0,0
93.2,1005.3,1003.6,7.6,15,0.01,18
88.8,1004.8,1003.1,5.9,12,0.2,0
89.1,9999.9,9999.9,8.4,22,0.04,0
89.8,1004.5,1002.8,6.2,14,0,0
89.7,9999.9,9999.9,8,15.9,0.03,0
90.2,1003.6,1001.9,7.9,15.9,0,0
90.5,1004.2,1002.5,8.7,15.9,0,0
90.2,1004.4,1002.7,7.3,14,0,0
90,1004.4,1002.7,7.1,19,0,0
88.3,1004.7,1003,6.3,14,0,0
92,1003.7,1002,5.7,18.1,0,0
89.5,1004,1002.3,9.6,15,0,0
89.4,1004.8,1003.1,8,14,99.99,16
89.6,1005.9,1004.2,5.5,14,0,0
89.1,1005.2,1003.5,8.9,20,0,0
87.5,1003.8,1002.1,8.5,15,0,0
86.2,1003.2,1001.5,4.7,15,99.99,16
85.1,1001.8,1000.1,5.9,12,0.04,0
85.6,1000.5,998.8,7.3,12,0,16
84.8,1000,998.3,3.6,9.9,0.04,16
85.8,998.6,996.9,5.6,9.9,0,16
85.6,999.4,9999.9,7.1,12,0,0
86,9999.9,9999.9,9.7,14,0,0
88.6,9999.9,9999.9,9.5,15.9,0,0
88.5,9999.9,9999.9,8.2,15.9,0,0
89.7,9999.9,9999.9,9.1,15.9,0,0
89.6,1004.4,1002.7,7.4,12,0,0
85.3,1006.3,1004.6,4,12,0.31,16
87,1006.3,1004.6,4.4,15,0,0
90.3,1006.9,1005.2,5.6,9.9,0,16
87.9,9999.9,9999.9,7.8,12,0,0
89.8,9999.9,9999.9,8.7,14,0,0
89.6,9999.9,9999.9,8.3,15,0,0
88.9,9999.9,9999.9,7.5,15,0,0
83,1002.2,1000.6,4.4,12,1.57,16
85.3,1002.8,1001.1,5.1,12,0,16
83.7,9999.9,9999.9,1.7,8,0.04,18
85.7,1005.6,1003.8,4.5,9.9,0.04,18
81.5,9999.9,9999.9,1.7,6,1.77,16
86.4,1005.3,1003.6,3.8,12,0,0
88.5,1004.8,1003.1,5.7,13,0,0
89.6,9999.9,9999.9,7,9.9,0,0
87.5,9999.9,9999.9,6.6,15,99.99,16
82.9,1004.9,1003.2,4.1,12,0.01,18
82.6,9999.9,9999.9,3.2,9.9,0.39,16
86.6,1002.5,1000.8,5.2,15,0.02,0
87,1002.9,1001.2,5.4,14,0,16
85,1002.9,1001.1,4.7,12,0.02,18
79.9,9999.9,9999.9,2.3,7,0.35,16
79,1002.1,1000.4,4.5,12,0.28,16
84.3,1001.7,1000,8,14,0.51,0
84.3,1002.4,1000.7,5.7,9.9,0,16
84.3,1001.9,1000.2,5,12,0.24,16
86.4,1002.4,1000.7,7.6,15,0,16
87.1,1002.9,1001.2,8.8,15,0.02,0
90,1002.2,1000.5,8.9,20,0,0
83.1,1002.5,1000.8,5.5,12,0.02,16
88.6,1002.6,1000.9,7,15,0.01,0
86,9999.9,9999.9,8.7,15,0.01,16
87.2,9999.9,9999.9,6.1,15,0,0
87.1,1003.7,1001.9,8.1,14,0.04,0
87.5,1004.5,1002.8,6.7,15,0.04,16
86.6,1004.4,1002.7,7.2,16.9,0.03,16
87.6,1003.5,1001.8,4.5,18.1,0.16,16
88.9,1002.7,1001,8.9,18.1,0,0
84,1005.5,1003.7,7.7,23.3,0.16,16
83.9,1006.4,1004.7,8,19.4,0.67,0
82.4,1007.4,1005.7,4.1,14,0,0
84.9,1006.2,1004.5,4.9,14,0,0
83.5,1005.7,1004,8.5,25.1,99.99,16
80.6,1006.5,1004.7,6.2,13,0.94,0
86.8,1006,1004.3,5.9,15,0,0
87.6,1003.9,1002.2,5.5,12,0,0
86.3,1004.7,1003,7,14,99.99,18
83.8,1004.8,1003.1,3.6,12,1.54,16
82.7,1006.1,1004.4,1.9,8,0,0
84.5,1005.2,1003.5,5.1,15,0.12,0
85.2,1005.2,1003.5,7,16.9,0,0
83.4,9999.9,9999.9,4.6,14,0,0
85.8,1005.4,1003.7,7.2,15,0,0
86.3,1005.7,1004,6.4,15.9,0,0
84.5,1005.3,1003.6,6.4,16.9,0,0
83.8,1004.5,1002.8,4.9,12,0.04,16
81.8,1005.2,1003.6,4.3,12,0.63,16
83.4,1004.4,1002.7,5.4,9.9,0,0
81.5,1002.5,1000.8,7.4,15,0.12,16
82.4,1002.6,1000.8,5.4,15,0.35,16
84,1004.1,1002.4,5.7,15,0,0
85.6,9999.9,9999.9,7.6,14,0,0
84.8,1008.8,1007,6,15,0,2
81.9,1008,1006.3,6.5,12,0.35,16
81.8,1008,1006.3,4,14,0.16,16
83.4,1006.8,1005.1,6.7,15,0,0
84.7,1005.5,1003.8,5.4,20,0,16
81.2,9999.9,9999.9,9,15,0,16
83.4,1005.5,1003.8,8.7,14,0.12,16
83.2,1005.4,1003.7,7.2,15,0,18
81.3,1002.4,1000.7,6.2,12,0.51,16
78.7,1000.9,999.2,6,9.9,0.08,16
82.9,1000.7,999,7.5,18.1,0.2,0
84.9,999.9,998.2,9.3,15,0,16
85.7,1001.9,1000.2,6.8,15.9,0,16
84.8,1004.1,1002.5,4.5,9.9,0,0
89.1,1004.7,1003.7,6.6,15.9,0,16
86.7,1004.7,1003,6.1,15,0,16
84.5,1005.1,1003.4,5.1,15,0.16,2
83.8,1005.8,1004.1,3.7,9.9,0,16
84.8,1006,1004.3,5.8,9.9,0.08,0
86.6,1006.1,1004.4,7,18.1,0,0
85.6,1005,1003.3,5.8,12,0.2,16
83.1,1005.6,1003.9,6.9,14,0.03,16
84.2,1007,1005.2,3.5,15,0.51,16
84.3,1006.9,1005.2,5.7,14,0.01,0
85.8,1006.2,1004.5,5.1,15,0,0
84.2,1006.7,1005,2.7,12,0.01,0
85.4,1007.9,1006.2,3.3,12,0,16
81.8,1009.1,1007.4,7.1,12,1.26,16
86.1,1007,1005.3,6.3,12,0,0
84.3,1006.5,1004.8,5.9,15,0,0
83.6,1006,1004.2,4.7,14,0,16
83.1,9999.9,9999.9,4.9,12,0,0
86.9,1005.4,1003.7,7.5,12,0,0
84.8,9999.9,9999.9,7.8,13,0,2
86,1005.9,1004.2,7.3,15,0,0
84.8,1006.6,1004.9,6,14,0,0
83.3,1005.1,1003.4,4.9,9.9,0.08,16
82.6,9999.9,9999.9,4.5,14,0.08,0
85,1005.6,1003.9,4.2,12,0,16
82.8,1007.9,1006,3.7,15,0.47,18
84.2,1008.7,1007,7.1,15,0.87,0
84.2,1008.4,1006.8,4.5,9.9,0.12,16
83.8,1008.5,1006.8,4,14,0,16
83,1007.9,1006.2,3.5,14,0,16
82.4,1008.5,1006.8,1.9,13,0.91,2
80.2,1008.8,1007.2,0.9,6,0.47,16
84.1,1007.7,1006,4.5,14,0.16,16
82.8,1007.3,1005.6,3.2,9.9,0,16
80.1,1007.5,1005.8,1.6,13,0.63,16
81.8,1007.9,1006.2,3.7,15,0,0
82.4,1008.6,1006.9,4.1,15,0,18
82.1,1008.2,1006.5,3.7,9.9,0.03,18
82.1,1007.9,1006.1,1.2,8,2.01,18
81.1,1008.1,1006.3,1.9,8,0.24,18
80,1008.6,1006.9,2.7,9.9,0,18
79.7,1009,1007.3,1.9,6,3.23,16
80.7,1007.6,1005.8,1.3,5.1,0.04,0
